question,super_category,English_translated,English_Paraphrase,French_Paraphrase
"J'étais sous administration provisoire de biens, que s'est-il passé au 1er septembre 2019 ?",Droit de la famille,"I was under provisional administration of property, what happened on September 1, 2019?","I was under the administration of property on September 1, 2019.",J'étais sous l'administration de la propriété le 1er septembre 2019.
Je divorce. Je divorce pour cause de désunion irrémédiable. Nous sommes d’accord de divorcer. Quand serons-nous officiellement divorcés (divorce pour cause de désunion irrémédiable) ?,Droit de la famille,I divorce. I divorce because of irretrievable disunity. We agree to divorce. When will we be officially divorced (divorce because of irretrievable disunity)?,I divorce because of irretrievable disunity.,Je divorce à cause d'une désunion irrémédiable.
Que faire si l'autre parent a pris une décision avec laquelle je ne suis pas d'accord concernant notre enfant ?,Droit de la famille,What if the other parent made a decision that I disagreed with about our child?,What if the other parent made a decision that I disagreed with?,Que faire si l'autre parent a pris une décision avec laquelle je n'étais pas d'accord?
"Je me sépare. En tant que cohabitants légaux, à quelles conditions peut-on demander des mesures urgentes et provisoires au juge de la famille ?",Droit de la famille,"As a legal cohabitant, under what conditions can urgent and temporary measures be requested from the family judge?",Under what conditions can urgent and temporary measures be requested from the family judge?,Dans quelles conditions des mesures urgentes et temporaires peuvent-elles être demandées au juge de la famille?
Dois-je partir avant la mise en oeuvre de l'expulsion ?,Droit immobilier,Do I have to leave before the expulsion is implemented?,Do I have to leave before the expulsion is implemented?,Dois-je partir avant la mise en œuvre de l'expulsion?
Je suis majeur. Je séjourne en Belgique depuis au moins 5 ans. Comment introduire ma demande de déclaration de nationalité ?,Droit des étrangers,I have been in Belgium for at least 5 years. How do I apply for a declaration of nationality?,I have been in Belgium for at least 5 years.,Je suis en Belgique depuis au moins 5 ans.
"Mon propriétaire ne fait pas les réparations nécessaires, puis-je rompre le bail à Bruxelles ?",Droit immobilier,"My owner doesn't do the necessary repairs, can I break the lease in Brussels?",Can I break the lease in Brussels because my owner doesn't do the necessary repairs?,Puis-je rompre le bail à Bruxelles parce que mon propriétaire ne fait pas les réparations nécessaires ?
Peut-on m'expulser si je ne respecte pas le règlement d'ordre intérieur de mon logement social en Wallonie ?,Droit immobilier,Can I be expelled if I do not comply with the internal rules of my social housing in Wallonia?,Can I be kicked out of my social housing if I don't follow the rules?,Puis-je être expulsé de mon logement social si je ne suis pas les règles ?
Je suis parent. Puis-je faire appel au SECAL ?,Droit de la famille,"I'm a parent, can I call the SECAL?","I'm a parent, can I call it the SECAL?","Je suis un parent, je peux l'appeler le SECAL ?"
Que faire si un nouveau créancier se manifeste en cours de la procédure en règlement collectif de dettes ?,Droit financier,What if a new creditor manifests itself in the process of collective settlement of debts?,What if a new creditor is involved in the settlement of debts?,Que faire si un nouveau créancier participe au règlement des dettes?
Quels sont les différentes possibilités d'hébergement des enfants ?,Droit de la famille,What are the different accommodation options for children?,What are the different options for children?,Quelles sont les différentes options pour les enfants?
Puis-je mettre fin au bail de 9 ans avant son échéance à Bruxelles ?,Droit immobilier,Can I terminate the nine-year lease before its expiry in Brussels?,Is it possible to end the lease before it expires in Brussels?,Est-il possible de mettre fin au bail avant son expiration à Bruxelles?
Je suis convoqué en justice. Qu'est-ce que la requête conjointe (avant appelée comparution volontaire) ?,Droit pénal,I am summoned to court. What is the joint motion (before called voluntary appearance)?,I am summoned to court.,Je suis convoqué au tribunal.
"Je suis victime de violences conjugales. Victime de violences conjugales, à qui m'adresser si je veux être aidée ?",Droit de la famille,"I'm a victim of domestic violence, a victim of domestic violence, who can I talk to if I want to be helped?","I'm a victim of domestic violence, who can I talk to if I need help?","Je suis victime de violence familiale, à qui puis-je parler si j'ai besoin d'aide ?"
Combien dois-je payer pour introduire une procédure en justice ?,Droit pénal,How much do I have to pay to bring legal proceedings?,How much do I have to pay for legal proceedings?,Combien dois-je payer pour les poursuites judiciaires?
Quel recours contre une décision du bureau d'aide juridique ?,Droit pénal,What is the appeal against a decision of the Legal Aid Office?,What is the appeal against the decision of the Legal Aid Office?,Quel est le recours contre la décision du Bureau de l'aide juridique?
Les père et mère de l'enfant résident séparément. Les tiers doivent-ils toujours demander l'accord des 2 parents ?,Droit de la famille,The child's father and mother reside separately. Do third parties still have to ask for the consent of both parents?,Do third parties still have to ask for the consent of both parents?,Les tiers doivent-ils encore demander le consentement des deux parents?
Comment se passe la procédure du trajet de réintégration ?,Droit du travail,How is the procedure for the reintegration journey going?,How is the reintegration journey going?,Comment se déroule le voyage de réintégration?
Une expulsion est-elle rapide en Wallonie ?,Droit immobilier,Is an expulsion quick in Wallonia?,Is expulsion quick in Wallonia?,L'expulsion est-elle rapide en Wallonie ?
Les colocataires tous ensemble peuvent-ils mettre fin au bail non officiel de colocation avant l'échéance à Bruxelles ?,Droit immobilier,Can roommates all together terminate the informal rental lease before the deadline in Brussels?,Can roommates end their informal rental lease before the deadline?,Les colocataires peuvent-ils mettre fin à leur location informelle avant la date limite?
Le règlement collectif de dettes m'empêche-t-il de rembourser en priorité des amis ou parents qui m'ont prêté de l'argent ?,Droit financier,"Does the collective settlement of debts prevent me from paying back, as a matter of priority, friends or relatives who have lent me money?",Does the collective settlement of debts prevent me from paying back my friends or relatives who have lent me money?,Le règlement collectif des dettes m'empêche-t-il de rembourser mes amis ou parents qui m'ont prêté de l'argent?
Comment répartir les charges entre les différents locataires d'une copropriété en Wallonie ?,Droit immobilier,How to distribute the charges among the different tenants of a condominium in Wallonia?,How to distribute the charges among the different tenants of a condominium in Wallonia?,Comment répartir les frais entre les différents locataires d'une copropriété en Wallonie?
Qui peut être désigné comme tuteur ?,Droit de la famille,Who can be designated as a guardian?,Who can be a guardian?,Qui peut être un tuteur ?
Comment l'avocat calcule-t-il ses honoraires ?,Droit pénal,How does the lawyer calculate his fees?,How does a lawyer calculate his fees?,Comment un avocat calcule-t-il ses honoraires ?
Quel est le rôle du médiateur de dettes ?,Droit financier,What is the role of the debt mediator?,What is the role of the debt mediation?,Quel est le rôle de la médiation de la dette?
Que se passe-t-il si mon enfant mineur cause un accident avec ma voiture ?,Droit financier,What happens if my minor child causes an accident with my car?,"If my child causes an accident with my car, what will happen?","Si mon enfant cause un accident avec ma voiture, que se passera-t-il ?"
Je deviens cohabitant légal. A qui appartiennent les biens achetés pendant la cohabitation légale ?,Droit de la famille,I'm becoming a legal cohabitant. Who owns the property purchased during legal cohabitation?,I'm becoming a legal cohabitant.,Je deviens un cohabitant légal.
Que devient le bail en cas de décès du propriétaire à Bruxelles ?,Droit immobilier,What happens to the lease in the event of the owner's death in Brussels?,What happens to the lease in the event of the owner's death?,Qu'advient-il du bail en cas de décès du propriétaire?
"Nous ne sommes pas mariés, quel nom portera notre enfant si son père le reconnaît après qu'il ait été déclaré à la commune ?",Droit de la famille,"We are not married, what name will our child bear if his father recognizes him after he has been declared to the commune?","If his father recognizes him after he has been declared to the commune, what name will our child bear?","Si son père le reconnaît après avoir été déclaré à la commune, quel nom notre enfant portera-t-il ?"
