query,super_category
Does the 9-year lease automatically end at maturity in Brussels?,Droit immobilier
Can my owner terminate the short-term lease before expiry in Brussels?,Droit immobilier
I was sentenced to a prison sentence. What happens once electronic surveillance has been granted?,Droit pénal
What are the consequences of our separation from our children?,Droit de la famille
How am I going to receive the court decision?,Droit pénal
The parents are not married together. The child's father is married to someone other than the mother.,Droit de la famille
Can I stop my budget guidance/management?,Droit financier
Can I change the amount of support?,Droit de la famille
Who is the subrogated tutor and what is his role?,Droit de la famille
Can my owner increase the rent?,Droit immobilier
"I do not agree with the state of affairs, what to do in Brussels?",Droit immobilier
What if the owner abuses access in Wallonia?,Droit immobilier
Can I file a complaint if I get hurt in a fight?,Droit pénal
Can my owner initiate my furniture on the street?,Droit immobilier
"When there is no heir, who organizes and pays the funeral?",Droit financier
How often do home visits take place in Brussels?,Droit immobilier
Do we have to make a common-law agreement?,Droit de la famille
Who can I ask for information about the legal proceedings?,Droit pénal
What are the risks if I occupy a house without permission?,Droit immobilier
Can the pro deo lawyer charge me a fee?,Droit pénal
Is there a maximum amount for the rental guarantee?,Droit immobilier
I divorce because of irretrievable disunity.,Droit de la famille
How to get a new decision from the family judge has changed since the judgment.,Droit de la famille
Can I challenge the refusal of my marriage?,Droit de la famille
Can I donate all my belongings to my goddaughter?,Droit financier
I'm summoned to court. Can I contact the judge directly?,Droit pénal
Is it possible to enter into a lifetime lease in Brussels?,Droit immobilier
How can we avoid expulsion?,Droit immobilier
I confide in a professional. What are my remedies if a professional discloses the information I entrusted to him?,Droit du travail
How can I dispute the amount of taxes I have to pay?,Droit financier
I live with my family in Belgium. I have a child in Belgium. I am a foreigner. Who can obtain a residence permit by recognizing a child born in Belgium?,Droit des étrangers
Accommodation for friends: Can the owner forbid me to do so in Brussels?,Droit immobilier
Can anyone confiscate me or seize my car if they find cannabis?,Droit pénal
What is a preference statement?,Droit de la famille
What if we can't get a detailed medical certificate?,Droit de la famille
Can the family judge force one of us to leave the house?,Droit de la famille
"I live in a common-law relationship, do we have to make a common-law agreement?",Droit de la famille
Can my owner increase the rent during leases in Brussels?,Droit immobilier
Do I have to tell the interviewer that I'm pregnant at the job interview?,Droit du travail
I live with my family in Belgium.,Droit des étrangers
What steps are taken to be recognized as the father of my child if we are married?,Droit de la famille
What is the role of the public prosecutor?,Droit pénal
"My neighbor's tree bothers me, can I prun it or have it cut?",Droit immobilier
How do we know the existence of a joint?,Droit immobilier
I live in a common-law relationship. Who owns the different property if we live in a common-law relationship?,Droit de la famille
Why are there sometimes two guardians for a minor child?,Droit de la famille
Is there a way to resolve a rental dispute in Wallonia?,Droit immobilier
The owner needs to obtain a rental permit in Wallonia.,Droit immobilier
Can I appeal if I have a negative opinion on my application?,Droit des étrangers
I signed a declaration of legal cohabitation. Can I stay in our house if my legal cohabitant dies?,Droit de la famille
Can I give by will all my possessions to my goddaughter?,Droit financier
Who do I contact if I have a problem with ONEM?,Droit de la protection sociale
Is it possible that I will refuse this criminal transaction?,Droit pénal
How long is my debt to my friend?,Droit financier
"My owner doesn't do the necessary repairs, can I do the repairs in his place in Brussels?",Droit immobilier
I am an adult. I am married to a Belgian. How do I apply for a declaration of nationality if I am a spouse of a Belgian?,Droit des étrangers
Is a 9-year lease in Brussels considered a lease?,Droit immobilier
How can I get rid of my student lease?,Droit immobilier
Can I come to Belgium to get married?,Droit des étrangers
I live with my companion and/or my children. Can my companion put me at the door if I live at home?,Droit immobilier
Is it possible that I'm having trouble paying my friend back?,Droit financier
May I bring an urgent action?,Droit de la protection sociale
We're both registered at the same address.,Droit de la famille
Is it forbidden to make tags/graffitis on a wall?,Droit pénal
What are my rights after my spouse died?,Droit financier
"If my child doesn't do anything at school, do I still have to pay the maintenance contribution?",Droit de la famille
"If neither I nor the mother are married, what steps are taken to be recognized as the father of my child?",Droit de la famille
My children's father died and they are minor.,Droit financier
Do I need to help my spouse's parents?,Droit de la famille
Is it possible for my owner to end the nine-year lease to do housing work in Brussels?,Droit immobilier
Do I have to install fire detectors in Wallonia?,Droit financier
What is human trafficking?,Droit des étrangers
I'm a parent. Do I still have to pay the maintenance contribution if my child doesn't do anything at school?,Droit de la famille
I wish to divorce because of irremediable disunity. Can I set a time limit for alimony?,Droit de la famille
What is the role of the CPAS in the event of expulsion to Wallonia?,Droit immobilier
